"","sc","year","site","treatment","transect","round","uniqueID","genus","species","gs","plant_genus","plant_species"
"328","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1296","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Clinopodium","vulgare"
"329","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1297","Bombus","griseocollis","Bombus_griseocollis","Echinacea","purpurea"
"330","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1298","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"331","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1299","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"333","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1300","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"334","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1301","Halictus","ligatus","Halictus_ligatus","Echinacea","purpurea"
"337","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1304","Lasioglossum","pectorale","Lasioglossum_pectorale","Daucus","carota"
"338","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1305","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Daucus","carota"
"339","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1306","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Daucus","carota"
"340","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1307","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Daucus","carota"
"342","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1309","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"343","2011_HPC",2011,"HP","C","2","1","NAT.CIG2011_131","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"344","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1310","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"345","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1311","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"346","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1312","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"347","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1313","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"348","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1314","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"349","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1315","Bombus","griseocollis","Bombus_griseocollis","Echinacea","purpurea"
"350","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1316","Agapostemon","virescens","Agapostemon_virescens","Echinacea","purpurea"
"351","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1317","Agapostemon","virescens","Agapostemon_virescens","Echinacea","purpurea"
"352","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1318","Agapostemon","virescens","Agapostemon_virescens","Echinacea","purpurea"
"353","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1319","Augochlorella","aurata","Augochlorella_aurata","Echinacea","purpurea"
"354","2011_HPC",2011,"HP","C","3","1","NAT.CIG2011_132","Ceratina","strenua","Ceratina_strenua","Rubus","flagellaris"
"355","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1320","Lasioglossum","obscurum","Lasioglossum_obscurum","Clinopodium","vulgare"
"356","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1321","Lasioglossum","trigeminum","Lasioglossum_trigeminum","Clinopodium","vulgare"
"357","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1322","Lasioglossum","mitchelli","Lasioglossum_mitchelli","Clinopodium","vulgare"
"358","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1323","Lasioglossum","versatum","Lasioglossum_versatum","Clinopodium","vulgare"
"359","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1324","Lasioglossum","imitatum","Lasioglossum_imitatum","Clinopodium","vulgare"
"360","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1325","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"361","2011_HPT",2011,"HP","T","1","3","NAT.CIG2011_1326","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"364","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1329","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"365","2011_HPC",2011,"HP","C","3","1","NAT.CIG2011_133","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Rubus","flagellaris"
"366","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1330","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"367","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1331","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"368","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1332","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"369","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1333","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"370","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1334","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"372","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1336","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"373","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1337","Hylaeus","mesillae","Hylaeus_mesillae","Daucus","carota"
"374","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1338","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"376","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_134","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"378","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1341","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"379","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1342","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"380","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1343","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"381","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1344","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"382","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1345","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"383","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1346","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"384","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1347","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"385","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1348","Halictus","ligatus","Halictus_ligatus","Echinacea","purpurea"
"386","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1349","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"387","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_135","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"388","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1350","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"389","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1351","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"390","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1352","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"391","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1353","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"392","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1354","Halictus","ligatus","Halictus_ligatus","Echinacea","purpurea"
"393","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1355","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"394","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1356","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"395","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1357","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"396","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1358","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"397","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1359","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"398","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_136","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"399","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1360","Lasioglossum","mitchelli","Lasioglossum_mitchelli","Clinopodium","vulgare"
"403","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1364","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"405","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1366","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"406","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1367","Hylaeus","mesillae","Hylaeus_mesillae","Daucus","carota"
"409","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_137","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"413","2011_HPT",2011,"HP","T","2","3","NAT.CIG2011_1373","Lasioglossum","imitatum","Lasioglossum_imitatum","Daucus","carota"
"414","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1374","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"415","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1375","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"416","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1376","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"417","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1377","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"418","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1378","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"419","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1379","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"420","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_138","Hylaeus","mesillae","Hylaeus_mesillae","Pastinaca","sativa"
"421","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1380","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"422","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1381","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"423","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1382","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"424","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1383","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"425","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1384","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"426","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1385","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"427","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1386","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"428","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1387","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"429","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1388","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"430","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1389","Lasioglossum","versatum","Lasioglossum_versatum","Clinopodium","vulgare"
"431","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_139","Lasioglossum","imitatum","Lasioglossum_imitatum","Pastinaca","sativa"
"432","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1390","Lasioglossum","mitchelli","Lasioglossum_mitchelli","Clinopodium","vulgare"
"433","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1391","Lasioglossum","weemsi","Lasioglossum_weemsi","Clinopodium","vulgare"
"434","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1392","Lasioglossum","mitchelli","Lasioglossum_mitchelli","Clinopodium","vulgare"
"435","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1393","Lasioglossum","imitatum","Lasioglossum_imitatum","Clinopodium","vulgare"
"436","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1394","Bombus","griseocollis","Bombus_griseocollis","Echinacea","purpurea"
"437","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1395","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"438","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1396","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"439","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1397","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"440","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1398","Augochlorella","aurata","Augochlorella_aurata","Echinacea","purpurea"
"441","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1399","Lasioglossum","sp","Lasioglossum_sp","Echinacea","purpurea"
"442","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_140","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Pastinaca","sativa"
"443","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1400","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"444","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1401","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"445","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1402","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"446","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1403","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"447","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1404","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"450","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1407","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"451","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1408","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"452","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1409","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"453","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_141","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Pastinaca","sativa"
"454","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1410","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"455","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1411","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"456","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1412","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"457","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1413","Bombus","griseocollis","Bombus_griseocollis","Clinopodium","vulgare"
"458","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1414","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"459","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1415","Melissodes","bimaculata","Melissodes_bimaculata","Clinopodium","vulgare"
"460","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1416","Lasioglossum","weemsi","Lasioglossum_weemsi","Clinopodium","vulgare"
"461","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1417","Lasioglossum","imitatum","Lasioglossum_imitatum","Clinopodium","vulgare"
"463","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1419","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Cichorium","intybus"
"464","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_142","Hylaeus","affinis_modestus","Hylaeus_affinis_modestus","Pastinaca","sativa"
"465","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1420","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Cichorium","intybus"
"466","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1421","Lasioglossum","pectorale","Lasioglossum_pectorale","Cichorium","intybus"
"467","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1422","Lasioglossum","pectorale","Lasioglossum_pectorale","Cichorium","intybus"
"468","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1423","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Cichorium","intybus"
"469","2011_HPT",2011,"HP","T","3","3","NAT.CIG2011_1424","Lasioglossum","imitatum","Lasioglossum_imitatum","Cichorium","intybus"
"470","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1425","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"471","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1426","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"472","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1427","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"473","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1428","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"474","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1429","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"475","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_143","Andrena","brevipalpis","Andrena_brevipalpis","Pastinaca","sativa"
"476","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1430","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"477","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1431","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"478","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1432","Bombus","griseocollis","Bombus_griseocollis","Clinopodium","vulgare"
"479","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1433","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"480","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1434","Bombus","griseocollis","Bombus_griseocollis","Clinopodium","vulgare"
"481","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1435","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"482","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1436","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"483","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1437","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"484","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1438","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"485","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1439","Hoplitis","pilosifrons","Hoplitis_pilosifrons","Clinopodium","vulgare"
"486","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_144","Andrena","brevipalpis","Andrena_brevipalpis","Pastinaca","sativa"
"487","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1440","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"488","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1441","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"489","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1442","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"490","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1443","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Clinopodium","vulgare"
"491","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1444","Ceratina","strenua","Ceratina_strenua","Clinopodium","vulgare"
"492","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1445","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"493","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1446","Bombus","impatiens","Bombus_impatiens","Clinopodium","vulgare"
"494","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1447","Halictus","ligatus","Halictus_ligatus","Erigeron","philadelphicus"
"495","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1448","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"496","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1449","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"498","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1450","Bombus","impatiens","Bombus_impatiens","Echinacea","purpurea"
"499","2011_HPT",2011,"HP","T","4","3","NAT.CIG2011_1451","Bombus","griseocollis","Bombus_griseocollis","Echinacea","purpurea"
"505","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1457","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Solidago","canadensis"
"506","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1458","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"509","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1460","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"510","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1461","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"511","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1462","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"512","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1463","Halictus","ligatus","Halictus_ligatus","Solidago","canadensis"
"513","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1464","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Solidago","canadensis"
"514","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1465","Ceratina","calcarata_dupla_mikmaqi","Ceratina_calcarata_dupla_mikmaqi","Solidago","canadensis"
"515","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1466","Lasioglossum","pectorale","Lasioglossum_pectorale","Solidago","canadensis"
"516","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1467","Hylaeus","mesillae","Hylaeus_mesillae","Solidago","canadensis"
"517","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1468","Hylaeus","mesillae","Hylaeus_mesillae","Solidago","canadensis"
"519","2011_HPT",2011,"HP","T","1","1","NAT.CIG2011_147","Ceratina","calcarata","Ceratina_calcarata","Erigeron","philadelphicus"
"522","2011_HPC",2011,"HP","C","3","3","NAT.CIG2011_1472","Ceratina","strenua","Ceratina_strenua","Hypericum","perforatum"
