site,observer,collection_date,plant_genus,plant_species,individual_plant,inf_number,flower_number,c_width_1_px,c_width_2_px,c_depth1_px,c_depth2_px,c_depth3_px,width,c_width_2_mm,depth,c_depth2_mm,c_depth_3_mm,magnification,flower_type,photo_reference,plant_code,live,notes,**make sure all measurement photos are saved in jp2 format
RT206N,ES,6-Aug,Rudbeckia,hirta,g,1,1,121,,490,,,0.412163244,,1.669090822,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,g,1,2,115,,461,,,0.391725397,,1.570307896,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,g,2,1,126,,453,,,0.429194783,,1.543057434,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,g,2,2,126,,463,,,0.429194783,,1.577120512,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,h,1,1,114,,549,,,0.388319089,,1.870062983,,,1,disc,,RUHI2_d,live,,
RT206N,ES,6-Aug,Rudbeckia,hirta,h,1,2,127,,549,,,0.432601091,,1.870062983,,,1,disc,,RUHI2_d,live,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,1,1,506,,1188,,,1.723591747,,4.046693667,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,1,2,521,,957,,,1.774686364,,3.259836565,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,1,3,386,,1007,,,1.314834811,,3.430151955,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,2,1,454,,1086,,,1.546463742,,3.699250272,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,2,2,421,,1145,,,1.434055584,,3.900222432,,,1,corolla,PYTE_a2_2,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,a,2,3,445,,1144,,,1.515806971,,3.896816124,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,1,1,601,,1126,,,2.047190988,,3.835502584,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,1,2,515,,1055,,,1.754248517,,3.59365473,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,1,3,552,,1233,,,1.880281906,,4.199977518,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,2,1,502,,1113,,,1.709966516,,3.791220582,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,2,2,474,,973,,,1.614589898,,3.31433749,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,b,2,3,525,,862,,,1.788311595,,2.936237324,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,1,1,545,,1280,,,1.856437751,,4.360073985,,,1,corolla,PYTE_c1_1,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,1,2,578,,1186,,,1.968845909,,4.039881052,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,1,3,382,,789,,,1.30120958,,2.687576855,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,2,1,490,,970,,,1.669090822,,3.304118567,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,2,2,603,,1230,,,2.054003604,,4.189758595,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,c,2,3,536,,1114,,,1.825780981,,3.79462689,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,1,1,581,,1128,,,1.979064832,,3.842315199,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,1,2,506,,1115,,,1.723591747,,3.798033198,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,1,3,529,,1141,,,1.801936827,,3.886597201,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,2,1,595,,1238,,,2.026753141,,4.217009057,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,2,2,600,,1332,,,2.04378468,,4.537201991,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,d,2,3,599,,1150,,,2.040378373,,3.917253971,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,1,1,560,,1186,,,1.907532368,,4.039881052,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,1,2,573,,1429,,,1.95181437,,4.867613847,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,1,3,600,,1313,,,2.04378468,,4.472482142,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,2,1,546,,951,,,1.859844059,,3.239398719,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,2,2,571,,1251,,,1.945001754,,4.261291059,,,1,corolla,,PYTE,captured,,
URWA,JZ,6-Aug,Pycnanthemum,tenuifolium,e,2,3,515,,1127,,,1.754248517,,3.838908891,,,1,corolla,,PYTE,captured,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,1,1,213,,975,,,0.725543562,,3.321150106,,,1,corolla,VENO_a_1_1,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,1,2,186,,932,,,0.633573251,,3.17467887,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,1,3,213,,903,,,0.725543562,,3.075895944,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,2,1,215,,752,,,0.732356177,,2.561543466,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,2,2,213,,760,,,0.725543562,,2.588793929,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,a,2,3,205,,782,,,0.698293099,,2.6637327,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,1,1,184,,922,,,0.626760635,,3.140615792,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,1,2,184,,895,,,0.626760635,,3.048645482,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,1,3,186,,1063,,,0.633573251,,3.620905192,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,2,1,192,,969,,,0.654011098,,3.300712259,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,2,2,164,,836,,,0.558634479,,2.847673321,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,b,2,3,177,,911,,,0.602916481,,3.103146407,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,1,1,165,,822,,,0.562040787,,2.799985012,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,1,2,150,,873,,,0.51094617,,2.97370671,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,1,3,181,,744,,,0.616541712,,2.534293004,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,2,1,175,,765,,,0.596103865,,2.605825468,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,2,2,197,,798,,,0.671042637,,2.718233625,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,c,2,3,170,,779,,,0.579072326,,2.653513777,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,1,1,147,,810,,,0.500727247,,2.759109319,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,1,2,186,,861,,,0.633573251,,2.932831016,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,1,3,142,,830,,,0.483695708,,2.827235475,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,2,1,169,,791,,,0.575666018,,2.69438947,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,2,2,158,,831,,,0.538196633,,2.830641782,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,d,2,3,136,,801,,,0.463257861,,2.728452548,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,1,1,164,,890,,,0.558634479,,3.031613943,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,1,2,156,,919,,,0.531384017,,3.130396869,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,1,3,166,,927,,,0.565447095,,3.157647331,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,2,1,175,,970,,,0.596103865,,3.304118567,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,2,2,138,,902,,,0.470070477,,3.072489636,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Veronia,noveboracensis,e,2,3,180,,844,,,0.613135404,,2.874923784,,,1,corolla,,VENO,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,a,1,1,116,,298,,,0.395131705,,1.015079725,,,1,disc,RULA3_a_1_all,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,a,1,2,119,,309,,,0.405350628,,1.05254911,,,1,disc,RULA3_a_1_all,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,b,1,1,147,,337,,,0.500727247,,1.147925729,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,b,1,2,136,,326,,,0.463257861,,1.110456343,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,b,2,1,103,,302,,,0.350849703,,1.028704956,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,b,2,2,102,,266,,,0.347443396,,0.906077875,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,c,1,1,124,,286,,,0.422382167,,0.974204031,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,c,1,2,123,,280,,,0.418975859,,0.953766184,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,c,2,1,112,,276,,,0.381506474,,0.940140953,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,c,2,2,150,,271,,,0.51094617,,0.923109414,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,d,1,1,122,,355,,,0.415569552,,1.209239269,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,d,1,2,102,,348,,,0.347443396,,1.185395115,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,e,1,1,104,,365,,,0.354256011,,1.243302347,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,e,1,2,103,,334,,,0.350849703,,1.137706805,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,f,1,1,127,,297,,,0.432601091,,1.011673417,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,f,1,2,125,,302,,,0.425788475,,1.028704956,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,g,1,1,107,,275,,,0.364474935,,0.936734645,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,g,1,2,123,,287,,,0.418975859,,0.977610339,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,h,1,1,124,,281,,,0.422382167,,0.957172492,,,1,disc,,RULA3_d,live,,
URWA,ES,6-Aug,Rudbeckia,laciniata,h,1,2,112,,261,,,0.381506474,,0.889046336,,,1,disc,,RULA3_d,live,,
ENR,ES,7-Aug,Trifolium,repens,a,1,1,129,,611,,,0.439413706,,2.081254066,,,1,pea flower,TRRE3_a_1_1,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,a,1,2,213,,615,,,0.725543562,,2.094879297,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,a,1,3,234,,750,,,0.797076025,,2.554730851,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,b,1,1,177,,486,,,0.602916481,,1.655465591,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,b,1,2,154,,453,,,0.524571401,,1.543057434,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,b,1,3,125,,497,,,0.425788475,,1.692934977,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,c,1,1,168,,542,,,0.572259711,,1.846218828,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,c,1,2,162,,601,,,0.551821864,,2.047190988,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,c,1,3,170,,601,,,0.579072326,,2.047190988,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,d,1,1,158,,500,,,0.538196633,,1.7031539,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,d,1,2,189,,546,,,0.643792174,,1.859844059,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,d,1,3,168,,567,,,0.572259711,,1.931376523,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,e,1,1,166,,641,,,0.565447095,,2.1834433,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,e,1,2,178,,700,,,0.606322789,,2.384415461,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,e,1,3,175,,636,,,0.596103865,,2.166411761,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,f,1,1,175,,631,,,0.596103865,,2.149380222,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,f,1,2,187,,691,,,0.636979559,,2.35375869,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,f,1,3,173,,672,,,0.58929125,,2.289038842,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,g,1,1,142,,544,,,0.483695708,,1.853031444,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,g,1,2,145,,507,,,0.493914631,,1.726998055,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,g,1,3,158,,489,,,0.538196633,,1.665684515,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,h,1,1,137,,513,,,0.466664169,,1.747435902,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,h,1,2,142,,451,,,0.483695708,,1.536244818,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,h,1,3,153,,562,,,0.521165094,,1.914344984,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,i,1,1,173,,595,,,0.58929125,,2.026753141,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,i,1,2,145,,646,,,0.493914631,,2.200474839,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,i,1,3,190,,577,,,0.647198482,,1.965439601,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,j,1,1,166,,608,,,0.565447095,,2.071035143,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,j,1,2,169,,617,,,0.575666018,,2.101691913,,,1,pea flower,,TRRE3,live,,
ENR,ES,7-Aug,Trifolium,repens,j,1,3,150,,620,,,0.51094617,,2.111910836,,,1,pea flower,,TRRE3,live,,
D&R,ES,18-Aug,Verbena,hastata,a,1,1,179,,440,,,0.609729096,,1.498775432,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,a,2,1,187,,480,,,0.636979559,,1.635027744,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,a,2,2,178,,464,,,0.606322789,,1.58052682,,,1,corolla,VEHA2_a_2_2,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,b,1,1,264,,590,,,0.899265259,,2.009721602,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,b,1,2,192,,507,,,0.654011098,,1.726998055,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,b,1,3,167,,439,,,0.568853403,,1.495369125,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,c,1,1,241,,523,,,0.82092018,,1.78149898,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,c,1,2,249,,571,,,0.848170642,,1.945001754,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,c,1,3,161,,539,,,0.548415556,,1.835999905,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,d,1,1,169,,509,,,0.575666018,,1.733810671,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,d,1,2,180,,510,,,0.613135404,,1.737216978,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,d,1,3,172,,510,,,0.585884942,,1.737216978,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,e,1,1,210,,517,,,0.715324638,,1.761061133,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,e,1,2,158,,423,,,0.538196633,,1.4408682,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,e,1,3,191,,500,,,0.65060479,,1.7031539,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,f,1,1,217,,510,,,0.739168793,,1.737216978,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,f,1,2,247,,554,,,0.841358027,,1.887094522,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,f,1,3,190,,519,,,0.647198482,,1.767873749,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,g,1,1,253,,539,,,0.861795874,,1.835999905,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,g,1,2,281,,518,,,0.957172492,,1.764467441,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,g,1,3,169,,498,,,0.575666018,,1.696341285,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,h,1,1,174,,488,,,0.592697557,,1.662278207,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,h,1,2,162,,475,,,0.551821864,,1.617996205,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,h,2,1,186,,501,,,0.633573251,,1.706560208,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,i,1,1,253,,432,,,0.861795874,,1.47152497,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,i,1,2,155,,360,,,0.527977709,,1.226270808,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,i,1,3,174,,450,,,0.592697557,,1.53283851,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,j,1,1,218,,454,,,0.742575101,,1.546463742,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,j,1,2,300,,563,,,1.02189234,,1.917751292,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Verbena,hastata,j,1,3,238,,613,,,0.810701257,,2.088066682,,,1,corolla,,VEHA2,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,a,1,1,168,,94,,,0.572259711,,0.320192933,,,1,pea flower,DEPA6_a_1_1,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,a,1,2,416,190,203,,,1.417024045,0.647198482,0.691480484,,,1,pea flower,DEPA6_a_1_2,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,a,2,1,211,NA,186,,,0.718730946,NA,0.633573251,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,b,1,1,204,NA,150,,,0.694886791,NA,0.51094617,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,b,1,2,181,NA,244,,,0.616541712,NA,0.831139103,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,b,1,3,180,NA,273,,,0.613135404,NA,0.92992203,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,c,1,1,307,NA,241,,,1.045736495,NA,0.82092018,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,c,2,1,265,206,180,,,0.902671567,0.701699407,0.613135404,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,d,1,1,214,NA,165,,,0.728949869,NA,0.562040787,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,d,2,1,309,NA,234,,,1.05254911,NA,0.797076025,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,d,3,1,241,NA,332,,,0.82092018,NA,1.13089419,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,e,1,1,276,NA,188,,,0.940140953,NA,0.640385867,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,e,2,1,302,NA,239,,,1.028704956,NA,0.814107564,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,e,3,1,323,NA,338,,,1.10023742,NA,1.151332037,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,f,1,1,235,NA,186,,,0.800482333,NA,0.633573251,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,f,1,2,262,NA,211,,,0.892452644,NA,0.718730946,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,f,2,1,301,274,231,,,1.025298648,0.933328337,0.786857102,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,g,1,1,274,NA,113,,,0.933328337,NA,0.384912781,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,h,1,1,117,NA,147,,,0.398538013,NA,0.500727247,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,h,2,1,174,NA,118,,,0.592697557,NA,0.40194432,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,h,2,2,202,NA,138,,,0.688074176,NA,0.470070477,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,i,1,1,189,NA,140,,,0.643792174,NA,0.476883092,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,i,1,2,157,NA,123,,,0.534790325,NA,0.418975859,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,i,1,3,205,NA,139,,,0.698293099,NA,0.473476784,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,j,1,1,227,161,144,,,0.773231871,NA,0.490508323,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,j,1,2,132,NA,136,,,0.44963263,NA,0.463257861,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,j,1,3,155,NA,142,,,0.527977709,NA,0.483695708,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,k,1,1,149,NA,156,,,0.507539862,NA,0.531384017,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,k,1,2,128,NA,80,,,0.436007399,NA,0.272504624,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Desmodium,paniculatum,k,1,3,176,NA,154,,,0.599510173,NA,0.524571401,,,1,pea flower,,DEPA6,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,1,1,152,,401,,,0.517758786,,1.365929428,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,1,2,154,,430,,,0.524571401,,1.464712354,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,1,3,150,,404,,,0.51094617,,1.376148352,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,2,1,150,,343,,,0.51094617,,1.168363576,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,2,2,196,,433,,,0.667636329,,1.474931278,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,a,2,3,147,,411,,,0.500727247,,1.399992506,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,1,1,161,,400,,,0.548415556,,1.36252312,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,1,2,153,,337,,,0.521165094,,1.147925729,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,1,3,176,,352,,,0.599510173,,1.199020346,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,2,1,161,,440,,,0.548415556,,1.498775432,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,2,2,147,,405,,,0.500727247,,1.379554659,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,b,2,3,146,,468,,,0.497320939,,1.594152051,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,1,1,179,,500,,,0.609729096,,1.7031539,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,1,2,184,,447,,,0.626760635,,1.522619587,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,1,3,159,,521,,,0.54160294,,1.774686364,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,2,1,191,,483,,,0.65060479,,1.645246668,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,2,2,232,,468,,,0.79026341,,1.594152051,,,1,corolla,,PYMU,live,,
D&R,ES,18-Aug,Pycnanthemum,muticum,c,2,3,151,,299,,,0.514352478,,1.018486032,,,1,corolla,,PYMU,live,,
